CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,8,255,11,0,13,0,255,0,0,0
255,255,255,255,255,188,255,0,255,255,255,0
6,0,255,255,255,255,255,255,255,255,255,255
0,0,132,255,255,255,64,255,0,255,255,255
0,0,0,0,0,2,0,54,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
130,255,0,0,0,0,0,0,0,0,0,0
255,255,19,74,5,0,49,0,255,0,0,0
255,255,255,255,255,56,255,0,255,47,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,23,255,2,255,1,255,0,255,255,255
0,0,0,0,0,5,0,6,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
