CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,3,190,4,0,6,0,255,0,0,0
255,255,255,255,255,150,255,0,255,255,255,0
10,0,255,255,255,255,255,255,255,255,255,255
0,0,153,255,255,255,100,255,0,255,255,255
0,0,0,0,0,0,0,115,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
133,255,0,0,0,0,0,0,0,0,0,0
255,255,11,43,7,0,41,0,255,0,0,0
255,255,255,255,255,35,255,0,255,30,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,41,255,5,255,2,255,1,255,255,255
0,0,0,0,0,5,0,6,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
