CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,3,227,5,0,8,0,255,0,2,0
255,255,255,255,255,161,255,1,255,255,255,0
5,0,255,255,255,255,255,255,255,255,255,255
0,0,100,255,255,255,52,255,0,255,255,255
0,0,0,0,0,0,0,79,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
127,255,0,0,0,0,0,0,0,0,0,0
255,255,29,72,10,0,55,0,255,0,0,0
255,255,255,255,255,45,255,0,255,27,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,32,255,7,255,4,255,1,255,255,255
0,0,0,0,0,3,0,3,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
