CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,236,8,0,5,0,255,0,1,0
255,255,255,255,255,200,255,2,255,255,255,0
8,0,255,255,255,255,255,255,255,255,255,255
0,0,99,255,255,255,69,255,0,255,255,255
0,0,0,0,0,1,0,58,0,0,0,9
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
85,255,0,0,0,0,0,0,0,0,0,0
255,255,27,65,8,0,38,0,255,0,0,0
255,255,255,255,255,33,255,0,255,23,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,25,255,5,255,4,255,1,255,255,255
0,0,0,0,0,4,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
