CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,14,204,14,0,15,0,255,0,0,0
255,255,255,255,255,182,255,3,255,255,255,0
8,0,255,255,255,255,255,255,255,255,255,255
0,0,92,255,255,255,66,255,0,255,255,255
0,0,0,0,0,0,0,61,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
144,255,0,0,0,0,0,0,0,0,0,0
255,255,29,85,13,0,60,0,255,0,0,0
255,255,255,255,255,49,255,0,255,35,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,18,255,0,255,0,255,0,255,255,255
0,0,0,0,0,2,0,2,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
