CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,8,255,13,0,12,0,255,0,0,0
255,255,255,255,255,206,255,1,255,255,255,0
11,0,255,255,255,255,255,255,255,255,255,255
0,0,102,255,255,255,55,255,0,255,255,255
0,0,0,0,0,0,0,70,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
98,255,0,0,0,0,0,0,0,0,0,0
255,255,20,60,9,0,45,0,255,0,0,0
255,255,255,255,255,36,255,0,255,26,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,30,255,6,255,2,255,1,255,255,255
0,0,0,0,0,3,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
