CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,9,199,14,0,11,0,255,0,1,0
255,255,255,255,255,129,255,2,255,255,255,1
9,0,255,255,255,255,255,255,255,255,255,255
0,0,131,255,255,255,68,255,0,255,255,255
0,0,0,0,0,0,0,89,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
94,255,0,0,0,0,0,0,0,0,0,0
255,255,35,71,16,0,64,0,255,0,0,0
255,255,255,255,255,28,255,0,255,21,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,33,255,2,255,2,255,0,255,255,255
0,0,0,0,0,6,0,7,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
