CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,10,199,13,0,4,0,255,0,1,0
255,255,255,255,255,180,255,1,255,255,255,0
9,0,255,255,255,255,255,255,255,255,255,255
0,0,133,255,255,255,78,255,0,255,255,255
0,0,0,0,0,1,0,104,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
105,255,0,0,0,0,0,0,0,0,0,0
255,255,25,77,7,0,62,0,255,0,0,0
255,255,255,255,255,40,255,0,255,28,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,32,255,11,255,7,255,1,255,255,255
0,0,0,0,0,6,0,8,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
