CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,10,251,18,0,26,0,255,0,0,0
255,255,255,255,255,196,255,1,255,255,255,0
7,0,255,255,255,255,255,255,255,255,255,255
0,0,102,255,255,255,65,255,0,255,255,255
0,0,0,0,0,1,0,85,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
155,255,0,0,0,0,0,0,0,0,0,0
255,255,44,81,27,0,75,0,255,0,0,0
255,255,255,255,255,57,255,0,255,57,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,14,255,5,255,0,255,0,255,255,255
0,0,0,0,0,1,0,2,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
