CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,12,219,17,0,12,0,255,0,0,0
255,255,255,255,255,174,255,1,255,255,255,1
10,0,255,255,255,255,255,255,255,255,255,255
0,0,111,255,255,255,77,255,0,255,255,255
0,0,0,0,0,0,0,88,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
98,255,0,0,0,0,0,0,0,0,0,0
255,255,28,76,8,0,51,0,255,0,0,0
255,255,255,255,255,50,255,0,255,42,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,25,255,3,255,0,255,1,255,255,255
0,0,0,0,0,6,0,5,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
