CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,3,197,6,0,8,0,255,0,0,0
255,255,255,255,255,216,255,2,255,255,255,0
6,0,255,255,255,255,255,255,255,255,255,255
0,0,142,255,255,255,99,255,0,255,255,255
0,0,0,0,0,1,0,97,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
127,255,0,0,0,0,0,0,0,0,0,0
255,255,20,41,8,0,42,0,255,0,0,0
255,255,255,255,255,55,255,0,255,31,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,32,255,1,255,0,255,0,255,255,255
0,0,0,0,0,5,0,6,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
