CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,4,195,7,0,4,0,255,0,0,0
255,255,255,255,255,207,255,3,255,255,255,0
6,0,255,255,255,255,255,255,255,255,255,255
0,0,107,255,255,255,69,255,0,255,255,255
0,0,0,0,0,0,0,109,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
82,255,0,0,0,0,0,0,0,0,0,0
255,255,23,74,9,0,42,0,255,0,0,0
255,255,255,255,255,44,255,0,255,45,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,33,255,9,255,4,255,0,255,255,255
0,0,0,0,0,6,0,3,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
