CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,2,173,10,0,7,0,255,0,0,0
255,255,255,255,255,191,255,2,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,121,255,255,255,72,255,0,255,255,255
0,0,0,0,0,4,0,102,0,0,0,10
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
106,255,0,0,0,0,0,0,0,0,0,0
255,255,11,51,2,0,31,0,255,0,0,0
255,255,255,255,255,37,255,0,255,23,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,47,255,6,255,2,255,0,255,255,255
0,0,0,0,0,3,0,7,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
