CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,3,209,5,0,6,0,255,0,0,0
255,255,255,255,255,136,255,3,255,255,255,0
12,0,255,255,255,255,255,255,255,255,255,255
0,0,176,255,255,255,103,255,0,255,255,255
0,0,0,0,0,1,0,108,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
90,255,0,0,0,0,0,0,0,0,0,0
255,255,25,54,3,0,35,0,255,0,0,0
255,255,255,255,255,43,255,0,255,37,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,22,255,6,255,1,255,1,255,255,255
0,0,0,0,0,2,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
