CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,12,253,19,0,13,0,255,0,0,0
255,255,255,255,255,215,255,1,255,255,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,106,255,255,255,66,255,0,255,255,255
0,0,0,0,0,0,0,86,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
113,255,0,0,0,0,0,0,0,0,0,0
255,255,44,77,19,0,44,0,255,0,1,0
255,255,255,255,255,35,255,0,255,44,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,28,255,7,255,6,255,0,255,255,255
0,0,0,0,0,4,0,3,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
