CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,1,243,2,0,6,0,255,0,0,0
255,255,255,255,255,206,255,1,255,255,255,1
6,0,255,255,255,255,255,255,255,255,255,255
0,0,82,255,255,255,61,255,0,255,255,255
0,0,0,0,0,0,0,86,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
72,255,0,0,0,0,0,0,0,0,0,0
255,255,39,77,15,0,73,0,255,0,0,0
255,255,255,255,255,58,255,0,255,43,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,22,255,2,255,0,255,0,255,255,255
0,0,0,0,0,3,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
