CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,3,247,6,0,6,0,255,0,2,0
255,255,255,255,255,217,255,5,255,255,255,1
6,0,255,255,255,255,255,255,255,255,255,255
0,0,58,255,255,255,64,255,0,255,255,255
0,0,0,0,0,0,0,78,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
120,255,0,0,0,0,0,0,0,0,0,0
255,255,53,102,19,0,57,0,255,0,0,0
255,255,255,255,255,43,255,0,255,37,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,33,255,7,255,6,255,0,255,255,255
0,0,0,0,0,5,0,5,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
