CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,204,6,0,13,0,255,0,1,0
255,255,255,255,255,165,255,0,255,255,255,0
10,0,255,255,255,255,255,255,255,255,255,255
0,0,190,255,255,255,89,255,0,255,255,255
0,0,0,0,0,1,0,127,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
95,255,0,0,0,0,0,0,0,0,0,0
255,255,23,59,9,0,44,0,255,0,0,0
255,255,255,255,255,31,255,0,255,23,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,41,255,12,255,3,255,3,255,255,255
0,0,0,0,0,4,0,7,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
