CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,2,207,5,0,8,0,255,0,0,0
255,255,255,255,255,170,255,0,255,255,255,0
7,0,255,255,255,255,255,255,255,255,255,255
0,0,118,255,255,255,67,255,1,255,255,255
0,0,0,0,0,2,0,109,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
80,255,0,0,0,0,0,0,0,0,0,0
255,255,33,70,18,0,44,0,255,0,0,0
255,255,255,255,255,42,255,0,255,39,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,42,255,8,255,7,255,1,255,255,255
0,0,0,0,0,6,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
