06-10-23 17:32:03 - Voltage 1.2 - INFO   Power: On, Voltage: 1.0805 V, Current: 0.3009 A
06-10-23 17:35:15 - Voltage 1.2 - INFO   Current = 0.3988
06-10-23 17:35:29 - Voltage 1.2 - INFO   Current = 0.3990
06-10-23 17:35:42 - Voltage 1.2 - INFO   Current = 0.3979
06-10-23 17:35:55 - Voltage 1.2 - INFO   Current = 0.3989
06-10-23 17:36:08 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:36:22 - Voltage 1.2 - INFO   Current = 0.3990
06-10-23 17:36:35 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:36:48 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:37:01 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:37:14 - Voltage 1.2 - INFO   Current = 0.3980
06-10-23 17:37:28 - Voltage 1.2 - INFO   Current = 0.3997
06-10-23 17:37:41 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:37:54 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:38:07 - Voltage 1.2 - INFO   Current = 0.3990
06-10-23 17:38:21 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:38:34 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:38:47 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:39:00 - Voltage 1.2 - INFO   Current = 0.3999
06-10-23 17:39:14 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:39:27 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:39:40 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:39:53 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:40:07 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:40:20 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:40:33 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:40:46 - Voltage 1.2 - INFO   Current = 0.3993
06-10-23 17:40:59 - Voltage 1.2 - INFO   Current = 0.3981
06-10-23 17:41:13 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:41:26 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:41:39 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:41:52 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:42:06 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:42:19 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:42:32 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:42:45 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:42:59 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:43:12 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:43:25 - Voltage 1.2 - INFO   Current = 0.3991
06-10-23 17:43:38 - Voltage 1.2 - INFO   Current = 0.3992
06-10-23 17:43:52 - Voltage 1.2 - INFO   Current = 0.3992
