CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,8,255,9,0,11,0,255,0,0,0
255,255,255,255,255,168,255,1,255,255,255,0
9,0,255,255,255,255,255,255,255,255,255,255
0,0,80,255,255,255,52,255,0,255,255,255
0,0,0,0,0,1,0,58,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
131,255,0,0,0,0,0,0,0,0,0,0
255,255,46,95,14,0,76,0,255,0,0,0
255,255,255,255,255,36,255,0,255,26,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,23,255,5,255,1,255,1,255,255,255
0,0,0,0,0,5,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
