CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,212,7,0,5,0,255,0,1,0
255,255,255,255,255,172,255,2,255,255,255,0
6,0,255,255,255,255,255,255,255,255,255,255
0,0,106,255,255,255,62,255,0,255,255,255
0,0,0,0,0,1,0,76,0,0,0,8
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
92,255,0,0,0,0,0,0,0,0,0,0
255,255,33,91,12,0,60,0,255,0,0,0
255,255,255,255,255,38,255,0,255,42,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,23,255,1,255,0,255,0,255,255,255
0,0,0,0,0,4,0,5,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
