CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,7,240,16,0,4,0,255,0,2,0
255,255,255,255,255,186,255,3,255,255,255,0
5,0,255,255,255,255,255,255,255,255,255,255
0,0,95,255,255,255,72,255,0,255,255,255
0,0,0,0,0,0,0,72,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
154,255,0,0,0,0,0,0,0,0,0,0
255,255,30,56,11,0,68,0,255,0,0,0
255,255,255,255,255,42,255,0,255,46,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,26,255,3,255,2,255,1,255,255,255
0,0,0,0,0,5,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
