CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,248,12,0,12,0,255,0,0,0
255,255,255,255,255,175,255,5,255,255,255,1
3,0,255,255,255,255,255,255,255,255,255,255
0,0,88,255,255,255,59,255,0,255,255,255
0,0,0,0,0,2,0,62,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
67,255,0,0,0,0,0,0,0,0,0,0
255,255,25,82,13,0,47,0,255,0,0,0
255,255,255,255,255,58,255,0,255,44,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,29,255,9,255,1,255,1,255,255,255
0,0,0,0,0,2,0,1,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0,0,0
