CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,41,183,4,0,0,0,255,0,3,0
255,255,255,255,255,255,255,2,255,255,255,1
0,0,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,120
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,23,62,3,0,0,0,255,0,146,0
255,255,255,255,255,255,255,55,255,255,255,184
20,1,255,255,255,255,255,255,255,255,255,255
0,0,174,255,255,255,255,255,0,255,75,255
0,0,0,0,0,255,0,255,0,0,0,255
0,0,0,0,0,0,0,0,0,0,0,0
