CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,27,255,37,0,48,0,255,0,6,0
255,255,255,255,255,255,255,15,255,255,255,4
0,0,255,255,255,255,255,255,255,255,255,255
0,0,7,71,41,255,6,255,0,255,255,255
0,0,0,0,0,1,0,11,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
209,255,0,0,0,0,0,0,0,0,0,0
255,255,138,223,69,0,169,0,255,0,0,0
255,255,255,255,255,109,255,0,255,101,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,3,255,0,255,0,255,0,255,255,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,0,0,0,0,0,0,0,0,0
