CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,36,153,0,0,0,0,255,0,0,0
255,255,255,255,255,255,255,0,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,120
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,30,58,1,0,0,0,255,0,120,0
255,255,255,255,255,255,255,40,255,255,255,174
26,1,255,255,255,255,255,255,255,255,255,255
0,0,203,255,255,255,255,255,0,255,88,255
0,0,0,0,0,255,0,255,0,0,0,255
0,0,0,0,0,0,0,0,0,0,0,0
