CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,0,0,0,0,0,0,0,0,0,0
255,255,21,131,1,0,0,0,255,0,0,0
255,255,255,255,255,255,255,0,255,255,255,1
2,0,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,0,255,255,255
0,0,0,0,0,255,0,255,0,0,0,186
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,0,0,0
255,255,28,51,8,0,1,0,255,0,108,0
255,255,255,255,255,255,255,47,255,255,255,130
31,1,255,255,255,255,255,255,255,255,255,255
0,0,255,255,255,255,255,255,0,255,136,255
0,0,0,0,0,255,0,255,0,0,0,255
0,0,0,0,0,0,0,0,0,0,0,0
