CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,8,255,15,0,16,0,255,0,0,0
255,255,255,255,255,255,255,8,255,255,255,5
2,0,255,255,255,255,255,255,255,255,255,255
0,0,43,255,228,255,19,255,0,255,255,255
0,0,0,0,0,0,0,37,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
155,255,0,0,0,0,0,0,0,0,0,0
255,255,59,119,26,0,90,0,255,0,0,0
255,255,255,255,255,76,255,0,255,54,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,12,255,2,255,1,255,0,255,255,255
0,0,0,0,0,1,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
