CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,17,255,24,0,21,0,255,0,1,0
255,255,255,255,255,255,255,3,255,255,255,1
0,0,255,255,255,255,255,255,255,255,255,255
0,0,48,255,200,255,20,255,0,255,255,255
0,0,0,0,0,0,0,38,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
165,255,0,0,0,0,0,0,0,0,0,0
255,255,55,111,24,0,63,0,255,0,0,0
255,255,255,255,255,66,255,0,255,59,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,12,255,2,255,0,255,0,255,255,255
0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
