CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,17,255,29,0,29,0,255,0,5,0
255,255,255,255,255,255,255,3,255,255,255,2
8,0,255,255,255,255,255,255,255,255,255,255
0,0,48,255,187,255,22,255,0,255,255,255
0,0,0,0,0,0,0,25,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
182,255,0,0,0,0,0,0,0,0,0,0
255,255,80,148,44,0,126,0,255,0,0,0
255,255,255,255,255,56,255,0,255,67,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,10,255,2,255,1,255,0,255,255,255
0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
