CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,255,9,0,13,0,255,0,1,0
255,255,255,255,255,253,255,3,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,61,255,255,255,37,255,0,255,255,255
0,0,0,0,0,0,0,40,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
143,255,0,0,0,0,0,0,0,0,0,0
255,255,57,116,14,0,80,0,255,0,0,0
255,255,255,255,255,56,255,0,255,39,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,19,255,9,255,2,255,0,255,255,255
0,0,0,0,0,3,0,3,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
