CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,9,255,14,0,16,0,255,0,0,0
255,255,255,255,255,255,255,4,255,255,255,1
4,0,255,255,255,255,255,255,255,255,255,255
0,0,43,255,243,255,33,255,0,255,255,255
0,0,0,0,0,0,0,20,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
130,255,0,0,0,0,0,0,0,0,0,0
255,255,66,131,29,0,83,0,255,0,0,0
255,255,255,255,255,61,255,0,255,45,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,13,255,1,255,0,255,0,255,255,255
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
