CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,7,255,16,0,16,0,255,0,1,0
255,255,255,255,255,227,255,1,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,37,255,194,255,23,255,0,255,255,255
0,0,0,0,0,0,0,30,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
186,255,0,0,0,0,0,0,0,0,0,0
255,255,65,133,38,0,113,0,255,0,0,0
255,255,255,255,255,57,255,0,255,44,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,15,255,3,255,2,255,0,255,255,255
0,0,0,0,0,1,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
