CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,255,9,0,9,0,255,0,0,0
255,255,255,255,255,246,255,2,255,255,255,2
3,0,255,255,255,255,255,255,255,255,255,255
0,0,41,255,240,255,24,255,0,255,255,255
0,0,0,0,0,1,0,46,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
171,255,0,0,0,0,0,0,0,0,0,0
255,255,69,126,22,0,85,0,255,0,0,0
255,255,255,255,255,76,255,0,255,62,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,13,255,3,255,1,255,0,255,255,255
0,0,0,0,0,2,0,3,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
