CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,13,255,21,0,17,0,255,0,2,0
255,255,255,255,255,255,255,2,255,255,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,51,255,216,255,29,255,0,255,255,255
0,0,0,0,0,0,0,46,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
169,255,0,0,0,0,0,0,0,0,0,0
255,255,49,93,15,0,83,0,255,0,0,0
255,255,255,255,255,71,255,0,255,62,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,15,255,2,255,1,255,0,255,255,255
0,0,0,0,0,3,0,3,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
