CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,7,255,11,0,19,0,255,0,1,0
255,255,255,255,255,230,255,0,255,255,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,37,255,225,255,29,255,0,255,255,255
0,0,0,0,0,0,0,40,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
172,255,0,0,0,0,0,0,0,0,0,0
255,255,42,109,12,0,75,0,255,0,0,0
255,255,255,255,255,51,255,0,255,33,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,14,255,5,255,1,255,0,255,255,255
0,0,0,0,0,4,0,1,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
