CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,10,255,20,0,20,0,255,0,0,0
255,255,255,255,255,252,255,2,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,44,255,208,255,30,255,0,255,255,255
0,0,0,0,0,1,0,39,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
175,255,0,0,0,0,0,0,0,0,0,0
255,255,55,112,29,0,88,0,255,0,0,0
255,255,255,255,255,90,255,0,255,62,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,16,255,4,255,1,255,0,255,255,255
0,0,0,0,0,0,0,2,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
