CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,13,255,21,0,18,0,255,0,1,0
255,255,255,255,255,255,255,7,255,255,255,4
5,0,255,255,255,255,255,255,255,255,255,255
0,0,38,255,221,255,19,255,0,255,255,255
0,0,0,0,0,0,0,41,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
178,255,0,0,0,0,0,0,0,0,0,0
255,255,61,130,17,0,109,0,255,0,0,0
255,255,255,255,255,69,255,0,255,63,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,12,255,5,255,1,255,0,255,255,255
0,0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
