CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,19,255,28,0,13,0,255,0,2,0
255,255,255,255,255,218,255,2,255,255,255,0
3,0,255,255,255,255,255,255,255,255,255,255
0,0,30,255,177,255,23,255,0,255,255,255
0,0,0,0,0,0,0,29,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
172,255,0,0,0,0,0,0,0,0,0,0
255,255,37,107,21,0,72,0,255,0,0,0
255,255,255,255,255,74,255,0,255,60,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,15,255,3,255,1,255,0,255,255,255
0,0,0,0,0,0,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
