CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,8,255,15,0,25,0,255,0,2,0
255,255,255,255,255,235,255,4,255,255,255,1
6,0,255,255,255,255,255,255,255,255,255,255
0,0,58,255,249,255,38,255,0,255,255,255
0,0,0,0,0,0,0,38,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
169,255,0,0,0,0,0,0,0,0,0,0
255,255,50,109,28,0,100,0,255,0,0,0
255,255,255,255,255,62,255,0,255,43,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,6,255,1,255,1,255,0,255,255,255
0,0,0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
