CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,13,255,24,0,24,0,255,0,1,0
255,255,255,255,255,241,255,1,255,255,255,1
2,0,255,255,255,255,255,255,255,255,255,255
0,0,44,255,231,255,28,255,0,255,255,255
0,0,0,0,0,0,0,51,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
176,255,0,0,0,0,0,0,0,0,0,0
255,255,40,105,13,0,83,0,255,0,0,0
255,255,255,255,255,79,255,0,255,47,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,9,255,1,255,1,255,1,255,255,255
0,0,0,0,0,7,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
