CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,13,246,16,0,17,0,255,0,0,0
255,255,255,255,255,255,255,3,255,255,255,1
5,0,255,255,255,255,255,255,255,255,255,255
0,0,51,255,188,255,37,255,0,255,255,255
0,0,0,0,0,0,0,30,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
163,255,0,0,0,0,0,0,0,0,0,0
255,255,63,129,39,0,93,0,255,0,0,0
255,255,255,255,255,97,255,0,255,68,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,7,255,2,255,0,255,0,255,255,255
0,0,0,0,0,2,0,3,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
