CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,6,255,11,0,11,0,255,0,2,0
255,255,255,255,255,218,255,1,255,255,255,1
3,0,255,255,255,255,255,255,255,255,255,255
0,0,65,255,255,255,38,255,0,255,255,255
0,0,0,0,0,0,0,46,0,0,0,6
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
131,255,0,0,0,0,0,0,0,0,0,0
255,255,40,118,17,0,88,0,255,0,0,0
255,255,255,255,255,58,255,0,255,66,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,11,255,2,255,1,255,0,255,255,255
0,0,0,0,0,1,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
