CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,19,255,27,0,17,0,255,0,6,0
255,255,255,255,255,255,255,3,255,255,255,2
2,0,255,255,255,255,255,255,255,255,255,255
0,0,59,255,203,255,24,255,0,255,255,255
0,0,0,0,0,0,0,40,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
174,255,0,0,0,0,0,0,0,0,0,0
255,255,43,95,25,0,107,0,255,0,0,0
255,255,255,255,255,76,255,0,255,79,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,13,255,3,255,1,255,0,255,255,255
0,0,0,0,0,4,0,2,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
