CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,14,255,19,0,17,0,255,0,1,0
255,255,255,255,255,207,255,1,255,255,255,0
4,0,255,255,255,255,255,255,255,255,255,255
0,0,61,255,255,255,47,255,0,255,255,255
0,0,0,0,0,1,0,42,0,0,0,7
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
180,255,0,0,0,0,0,0,0,0,0,0
255,255,44,97,18,0,60,0,255,0,0,0
255,255,255,255,255,74,255,0,255,65,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,15,255,5,255,0,255,0,255,255,255
0,0,0,0,0,1,0,3,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
