CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,9,255,11,0,17,0,255,0,0,0
255,255,255,255,255,255,255,0,255,255,255,1
8,0,255,255,255,255,255,255,255,255,255,255
0,0,47,255,255,255,31,255,0,255,255,255
0,0,0,0,0,0,0,35,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
180,255,0,0,0,0,0,0,0,0,0,0
255,255,58,118,34,0,114,0,255,0,0,0
255,255,255,255,255,55,255,0,255,30,255,0
1,0,255,255,255,255,255,255,255,255,255,255
0,0,24,255,6,255,2,255,0,255,255,255
0,0,0,0,0,1,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
