CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,10,255,24,0,16,0,255,0,0,0
255,255,255,255,255,255,255,2,255,255,255,2
1,0,255,255,255,255,255,255,255,255,255,255
0,0,50,255,221,255,28,255,0,255,255,255
0,0,0,0,0,0,0,34,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
204,255,0,0,0,0,0,0,0,0,0,0
255,255,61,118,25,0,85,0,255,0,0,0
255,255,255,255,255,75,255,0,255,57,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,8,255,0,255,0,255,0,255,255,255
0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
