CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,11,255,17,0,23,0,255,0,1,0
255,255,255,255,255,245,255,4,255,255,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,50,255,178,255,31,255,0,255,255,255
0,0,0,0,0,0,0,25,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
181,255,0,0,0,0,0,0,0,0,0,0
255,255,70,138,22,0,111,0,255,0,0,0
255,255,255,255,255,81,255,0,255,81,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,7,255,3,255,1,255,0,255,255,255
0,0,0,0,0,2,0,3,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,0,0,0,0,0,0
