CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,7,255,16,0,9,0,255,0,0,0
255,255,255,255,255,235,255,1,255,255,255,1
2,0,255,255,255,255,255,255,255,255,255,255
0,0,50,255,192,255,29,255,0,255,255,255
0,0,0,0,0,0,0,38,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
159,255,0,0,0,0,0,0,0,0,0,0
255,255,48,114,18,0,70,0,255,0,0,0
255,255,255,255,255,77,255,0,255,55,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,7,255,1,255,0,255,0,255,255,255
0,0,0,0,0,4,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
