CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,16,255,21,0,18,0,255,0,1,0
255,255,255,255,255,227,255,0,255,255,255,0
2,0,255,255,255,255,255,255,255,255,255,255
0,0,54,255,255,255,38,255,0,255,255,255
0,0,0,0,0,0,0,60,0,0,0,3
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
146,255,0,0,0,0,0,0,0,0,0,0
255,255,30,85,7,0,76,0,255,0,0,0
255,255,255,255,255,65,255,0,255,48,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,20,255,6,255,4,255,2,255,255,255
0,0,0,0,0,4,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
