CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,16,255,21,0,23,0,255,0,2,0
255,255,255,255,255,255,255,0,255,255,255,1
7,0,255,255,255,255,255,255,255,255,255,255
0,0,46,255,227,255,21,255,0,255,255,255
0,0,0,0,0,0,0,31,0,0,0,4
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
169,255,0,0,0,0,0,0,0,0,0,0
255,255,55,119,34,0,103,0,255,0,0,0
255,255,255,255,255,56,255,0,255,42,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,13,255,2,255,2,255,0,255,255,255
0,0,0,0,0,1,0,2,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
