CH_0,CH_1,CH_2,CH_3,CH_4,CH_5,CH_6,CH_7,CH_8,CH_9,CH_10,CH_11
255,255,14,255,18,0,19,0,255,0,1,0
255,255,255,255,255,255,255,3,255,255,255,2
1,0,255,255,255,255,255,255,255,255,255,255
0,0,52,255,255,255,31,255,0,255,255,255
0,0,0,0,0,0,0,44,0,0,0,5
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
144,255,0,0,0,0,0,0,0,0,0,0
255,255,52,132,28,0,69,0,255,0,0,0
255,255,255,255,255,69,255,0,255,58,255,0
0,0,255,255,255,255,255,255,255,255,255,255
0,0,11,255,2,255,3,255,1,255,255,255
0,0,0,0,0,3,0,1,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
